Device_name	hostname	IP_admin	Device_reference	ORD__Node_status	ORD__Router_type___role	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Origin	ORD__USID___Service_Usine	ORD__Orange_Site_Ref_	ORD__Customer_defined_code	ORD__Chassis_type	Center_code	ORD__Country_code	ORD__Country_name	ORD__POP_name	Chassis_type	CLI__CPU_reference	CFG__Router_description	Auto__Topo__Site_	Topo__Site_Ref_	Cascaded	Virt____Stack_	UCPE_name	model	ORD__POP_code	Site_Code_Iata	Peer_device	MCS_role	CPU	Memory	Storage
PDUS1181	PDUS1181	57.220.67.172	PDUS1181	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021DN2B1	CI00166832 ~ 53849_DEU_DUSSELDORF_00006 ~ TERMINAL-RING-1, FLUGHAFEN, SITA CORE ROOM, U2.8217 VERSORGUNGSTRASSE, 40474, DUSSELDORF, GERMANY	APHS0+-CAT1-DUS-SEC-IPVPN	encs5412/k9	-	DE	GERMANY	DUSSELDORF	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DUSSELDORF PDUS1181 Virtual Machine hosted by ENCS HDUS0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDUS312.PDUS313	PDUS312.PDUS313		-	UCPEDUS0002	router_center_isrv	DUS	DUS	PDUS1180	backup			
PDUS1238	PDUS1238	10.71.2.235	PDUS1238	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI028WCEAF	CI00215416 ~ 387_DEU_DUSSELDORF_00003 ~ DUSSELDORF INTERNATIONAL AIRPORT, TERMINAL B, 40474, DUSSELDORF, GERMANY	-	vedge-cloud-dna	-	DE	GERMANY	DUSSELDORF	vedge-cloud	-	APH-S S0+ Primary vEdge PDUS1238\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDUS1237.PDUS1238	PDUS1237.PDUS1238		-	UCPEDUS0002	sdwan_center_vedge	DUS	DUS	PDUS1237	backup	2	4096	10240
HEWR0001	HEWR0001	57.215.10.6																							UCPEEWR0001	hypervisor		EWR					
PEWR939	PEWR939	57.215.10.4	PEWR939	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021B0CD4	CI00166628 ~ 53849_USA_NEWARK_00001_MIG_001 ~ NEWARK LIBERTY INTERNATION AIRPORT, NEWARK LIBERTY INTERNATION AIRPORT, TERMINAL B, 07114, NEWARK, UNITED STATES	-	encs5412/k9	-	US	UNITED STATES	NEWARK	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET NEWARK PEWR939 Virtual Machine hosted by ENCS HEWR0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PEWR302.PEWR303	PEWR302.PEWR303		-	UCPEEWR0001	router_center_isrv	EWR	EWR	PEWR940	primary			
PEWR969	PEWR969	10.247.76.235	PEWR969	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI023EMCC6	CI00177210 ~ 60_USA_NEWARK_00004 ~ NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK., TERMINAL B-2 SATELLITE, 07114, NEWARK, UNITED STATES	EWR_AP1_SDN	vedge-cloud-dna	-	US	UNITED STATES	NEWARK	vedge-cloud	-	 APH-S S0+ Primary vEdge PEWR969\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PEWR969.PEWR970	PEWR969.PEWR970		-	UCPEEWR0001	sdwan_center_vedge	EWR	EWR	PEWR970	primary	2	4096	10240
HEWR0002	HEWR0002	57.215.10.7																							UCPEEWR0002	hypervisor		EWR					
PEWR940	PEWR940	57.215.10.2	PEWR940	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021BY6A1	CI00166628 ~ 53849_USA_NEWARK_00001_MIG_001 ~ NEWARK LIBERTY INTERNATION AIRPORT, NEWARK LIBERTY INTERNATION AIRPORT, TERMINAL B, 07114, NEWARK, UNITED STATES	APHS0+-CAT1-EWR-PRI-IPVPN	encs5412/k9	-	US	UNITED STATES	NEWARK	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET NEWARK PEWR940 Virtual Machine hosted by ENCS HEWR0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PEWR302.PEWR303	PEWR302.PEWR303		-	UCPEEWR0002	router_center_isrv	EWR	EWR	PEWR939	backup			
PEWR970	PEWR970	10.247.76.236	PEWR970	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI023EMLC9	CI00177210 ~ 60_USA_NEWARK_00004 ~ NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK., TERMINAL B-2 SATELLITE, 07114, NEWARK, UNITED STATES	EWR_AP1_SDN	vedge-cloud-dna	-	US	UNITED STATES	NEWARK	vedge-cloud	-	 APH-S S0+ backup vEdge PEWR970\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PEWR969.PEWR970	PEWR969.PEWR970		-	UCPEEWR0002	sdwan_center_vedge	EWR	EWR	PEWR969	backup	2	4096	10240
HEZE0001	HEZE0001	57.214.207.31																							UCPEEZE0001	hypervisor		EZE					
PEZE224	PEZE224	57.214.207.30	PEZE224	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023P9KB3	CI00190917 ~ 53849_ARG_BUENOS AIRES_011 ~ AEROPUERTO INTERNACIONAL MINSITO PISTARINI-EZEIZA, B1802EZE, BUENOS AIRES, ARGENTINA	APHS0+-CAT1-EZE-PRI-IPVPN	encs5412/k9	-	AR	ARGENTINA	BUENOS AIRES	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET BUENOS AIRES PEZE224 Virtual Machine hosted by ENCS HEZE0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PEZE069.PEZE070	PEZE069.PEZE070		-	UCPEEZE0001	router_center_isrv	EZE	EZE	PEZE225	primary			
PEZE238	PEZE238	10.247.53.23	PEZE238	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0E21AZ5B	CI00076676 ~ 164_ARG_BUENOS AIRES_005 ~ HOTEL/TERMINAL A,FIRST FLOOR, AUT. RICHIERI S/N, CP 1802, AEROPUERTO INTERNACIONAL EZEIZA (EZE), 1802, BUENOS AIRES, ARGENTINA	-	vedge-cloud-dna	-	AR	ARGENTINA	BUENOS AIRES	vedgecloud	-	 APH-S S0+ Primary vEdge PEZE238\n Customer UA United Airlines\n Profile GOLD + LBO	PEZE238.PEZE239	PEZE238.PEZE239		-	UCPEEZE0001	sdwan_center_vedge	EZE	EZE	PEZE239	primary	2	4096	10240
HEZE0002	HEZE0002	57.220.33.68																							UCPEEZE0002	hypervisor		EZE					
PEZE225	PEZE225	57.215.10.83	PEZE225	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023P9NB6	CI00178860 ~ 53849_ARG_BUENOS AIRES_007 ~ AEROPUERTO INTERNACIONAL MINSITO PISTARINI-EZEIZA, DOOR 49, B1802EZE, BUENOS AIRES, ARGENTINA	APHS0+-CAT1-EZE-SEC-IPVPN	encs5412/k9	-	AR	ARGENTINA	BUENOS AIRES	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET BUENOS AIRES PEZE225 Virtual Machine hosted by ENCS HEZE0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PEZE069.PEZE070	PEZE069.PEZE070		-	UCPEEZE0002	router_center_isrv	EZE	EZE	PEZE224	backup			
PEZE239	PEZE239	10.247.53.24	PEZE239	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0E21B130	CI00076676 ~ 164_ARG_BUENOS AIRES_005 ~ HOTEL/TERMINAL A,FIRST FLOOR, AUT. RICHIERI S/N, CP 1802, AEROPUERTO INTERNACIONAL EZEIZA (EZE), 1802, BUENOS AIRES, ARGENTINA	-	vedge-cloud-dna	-	AR	ARGENTINA	BUENOS AIRES	vedgecloud	-	 APH-S S0+ Primary vEdge PEZE239\n Customer UA United Airlines\n Profile GOLD + LBO	PEZE238.PEZE239	PEZE238.PEZE239		-	UCPEEZE0002	sdwan_center_vedge	EZE	EZE	PEZE238	backup	2	4096	10240
HFCO0001	HFCO0001	57.205.136.124																							UCPEFCO0001	hypervisor		FCO					
PFCO393	PFCO393	57.205.136.104	PFCO393	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI0236E599	CI00175689 ~ 53849_ITA_METROPOLITAN CITY OF ROME_002 ~ MOLO D , 3RD FLOOR Q16., PFCO258 IS LOCATE IN SITA  CORE ROOM 1, 00054, METROPOLITAN CITY OF ROME, ITALY	APHS0+-CAT1-FCO-PRI-IPVPN	encs5412/k9	-	IT	ITALY	ROME	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ROME PFCO393 Virtual Machine hosted by ENCS HFCO0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFCO258.PFCO259	PFCO258.PFCO259		-	UCPEFCO0001	router_center_isrv	FCO	FCO	PFCO394	primary			
PFCO401	PFCO401	10.247.33.113				85	cathay pacific airways	cxnet																	UCPEFCO0001	sdwan_center_vedge	FCO	FCO	-	-	2	4096	10240
PFCO406	PFCO406	10.247.80.88	PFCO406	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI0257HJE3	CI00187250 ~ 166_ITA_FIUMICINO_00004 ~ AEROPORTO LEONARDO DA VINCI, TORRE UFFICI N. 1(PALAZZINA EPUA 1), 00050, FIUMICINO, ITALY	ROM-TT-SDN	vedge-cloud-dna	-	IT	ITALY	ROME	vedgecloud	-	 APH-S S0+ Primary vEdge PFCO406\n Customer CI China Airlines\n Profile GOLD + LBO	PFCO406.PFCO407	PFCO406.PFCO407		-	UCPEFCO0001	sdwan_center_vedge	FCO	FCO	PFCO407	primary	2	4096	10240
PFCO415	PFCO415	10.247.87.28	PFCO415	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	FI0275LPF5	CI00203268 ~ 164_ITA_METROPOLITAN CITY OF ROME_001 ~ ROME FCO ITALY,TERMINAL1, C/O ADR-TEL - TERMINAL1 - SALA TECNICA Q1, 54, METROPOLITAN CITY OF ROME, ITALY	FCOAP	vedge-cloud-dna	-	IT	ITALY	ROME	vedgecloud	-	 APH-S S0+ Primary vEdge PFCO415\n Customer UA United Airlines\n Profile GOLD + LBO	PFCO415.PFCO416	PFCO415.PFCO416		-	UCPEFCO0001	sdwan_center_vedge	FCO	FCO	PFCO416	primary	2	4096	10240
PFCO421	PFCO421	10.71.2.243	PFCO421	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI028WBVBC	MSY5138078 ~ 387_ITA_FIUMICINO_00001_MIG ~ FUCIMINO AIRPORT VIA DELL'AEROPORTO PALAZZINA, ROME - FIUMICINO, ITALY	-	vedge-cloud-dna	-	IT	ITALY	ROME	vedge-cloud	-	APH-S S0+ Primary vEdge PFCO421\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PFCO421.PFCO422	PFCO421.PFCO422		-	UCPEFCO0001	sdwan_center_vedge	FCO	FCO	PFCO422	primary	2	4096	10240
HFCO0002	HFCO0002	57.205.136.125																							UCPEFCO0002	hypervisor		FCO					
PFCO394	PFCO394	57.205.136.105	PFCO394	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI0236K69A	CI00175690 ~ 53849_ITA_METROPOLITAN CITY OF ROME_003 ~ VIA GENERALE FELICE SANTINI - TORRE 2 VIA DELL'AEROPORTO, 320 T3 DEPARTURES, FCO - LEONARDO DA VINCI INTERNATIONAL AIRPORT, 00054, METROPOLITAN CITY OF ROME, ITALY	APHS0+-CAT1-FCO-SEC-IPVPN	encs5412/k9	-	IT	ITALY	ROME	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ROME PFCO394 Virtual Machine hosted by ENCS HFCO0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFCO258.PFCO259	PFCO258.PFCO259		-	UCPEFCO0002	router_center_isrv	FCO	FCO	PFCO393	backup			
PFCO404	PFCO404	10.247.33.114				85	cathay pacific airways	cxnet																	UCPEFCO0002	sdwan_center_vedge	FCO	FCO	-	-	2	4096	10240
PFCO407	PFCO407	10.247.80.89	PFCO407	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI0257HNE7	CI00187250 ~ 166_ITA_FIUMICINO_00004 ~ AEROPORTO LEONARDO DA VINCI, TORRE UFFICI N. 1(PALAZZINA EPUA 1), 00050, FIUMICINO, ITALY	ROM-TT-SDN	vedge-cloud-dna	-	IT	ITALY	ROME	vedgecloud	-	 APH-S S0+ Secondary vEdge PFCO407\n Customer CI China airlines ltd.\n Profile GOLD + LBO	PFCO406.PFCO407	PFCO406.PFCO407		-	UCPEFCO0002	sdwan_center_vedge	FCO	FCO	PFCO406	backup	2	4096	10240
PFCO416	PFCO416	10.247.87.29	PFCO416	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	FI0275LQF4	CI00203268 ~ 164_ITA_METROPOLITAN CITY OF ROME_001 ~ ROME FCO ITALY,TERMINAL1, C/O ADR-TEL - TERMINAL1 - SALA TECNICA Q1, 54, METROPOLITAN CITY OF ROME, ITALY	FCOAP	vedge-cloud-dna	-	IT	ITALY	ROME	vedgecloud	-	 APH-S S0+ Primary vEdge PFCO416\n Customer UA United Airlines\n Profile GOLD + LBO	PFCO415.PFCO416	PFCO415.PFCO416		-	UCPEFCO0002	sdwan_center_vedge	FCO	FCO	PFCO415	backup	2	4096	10240
PFCO422	PFCO422	10.71.2.244	PFCO422	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI028WC0DA	MSY5138078 ~ 387_ITA_FIUMICINO_00001_MIG ~ FUCIMINO AIRPORT VIA DELL'AEROPORTO PALAZZINA, ROME - FIUMICINO, ITALY	-	vedge-cloud-dna	-	IT	ITALY	ROME	vedge-cloud	-	APH-S S0+ Primary vEdge PFCO422\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PFCO421.PFCO422	PFCO421.PFCO422		-	UCPEFCO0002	sdwan_center_vedge	FCO	FCO	PFCO421	backup	2	4096	10240
HFCO0003	HFCO0003	57.220.65.109																							UCPEFCO0003	hypervisor		FCO					
PFCO413	PFCO413	57.220.65.84	PFCO413	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0DGRPF1C	CI00175689 ~ 53849_ITA_METROPOLITAN CITY OF ROME_002 ~ MOLO D , 3RD FLOOR Q16., PFCO258 IS LOCATE IN SITA  CORE ROOM 1, 00054, METROPOLITAN CITY OF ROME, ITALY	APH0-CAT1-FCO-PRI-IPVPN-X	encs5412/k9	-	IT	ITALY	ROME	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET METROPOLITAN CITY OF ROME PFCO413 Virtual Machine hosted by ENCS HFCO0003 Cluster with ENCS HFCO0001 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFCO258.PFCO259	PFCO258.PFCO259	PFCO393	-	UCPEFCO0003	router_center_isrv	FCO	FCO	PFCO414	primary			
HFCO0004	HFCO0004	57.215.60.60																							UCPEFCO0004	hypervisor		FCO					
PFCO414	PFCO414	57.215.60.24	PFCO414	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0DGRS46E	CI00175690 ~ 53849_ITA_METROPOLITAN CITY OF ROME_003 ~ VIA GENERALE FELICE SANTINI - TORRE 2 VIA DELL'AEROPORTO, 320 T3 DEPARTURES, FCO - LEONARDO DA VINCI INTERNATIONAL AIRPORT, 00054, METROPOLITAN CITY OF ROME, ITALY	APH0-CAT1-FCO-SEC-IPVPN-X	encs5412/k9	-	IT	ITALY	ROME	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET METROPOLITAN CITY OF ROME PFCO414 Virtual Machine hosted by ENCS HFCO0004 Cluster with ENCS HFCO0002 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFCO258.PFCO259	PFCO258.PFCO259	PFCO394	-	UCPEFCO0004	router_center_isrv	FCO	FCO	PFCO413	backup			
HFRA0001	HFRA0001	57.215.126.113																							UCPEFRA0001	hypervisor		FRA					
PFRA4050	PFRA4050	57.215.126.110	PFRA4050	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO09NKXB69	CI00166071 ~ 53849_DEU_FRANKFURT_MIG_004 ~ FRANKFURT AIRPORT 60547 FRANKFURT AM MAIN, TERMINAL 2, 60549, FRANKFURT, GERMANY	APHS0+-CAT1-FRA-PRI-IPVPN	encs5412/k9	-	DE	GERMANY	FRANKFURT	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET FRANKFURT PFRA4050 Virtual Machine hosted by ENCS HFRA0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFRA1021.PFRA1023	PFRA1021.PFRA1023		-	UCPEFRA0001	router_center_isrv	FRA	FRA	PFRA4051	primary			
PFRA4273	PFRA4273	10.247.72.15	PFRA4273	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0246T39C	CI00181226 ~ 43027_DEU_FRANKFURT_00012 ~ T2 ROOMS 149.4110-4115,FRANKFURT AM MAIN, GERMANY, FRANKFURT AM MAIN AIRPORT, OFFICE D-60549, 60549, FRANKFURT, GERMANY	FRA-APT	vedge-cloud-dna	-	DE	GERMANY	NEU ISENBURG	vedgecloud	-	APH-S S0+ Primary vEdge PFRA4273\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PFRA4273.PFRA4274	PFRA4273.PFRA4274		-	UCPEFRA0001	sdwan_center_vedge	FRA	FRA	PFRA4274	primary	2	4096	10240
PFRA4312	PFRA4312	10.247.80.56	PFRA4312	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI024ZKY9E	CI00186085 ~ 166_DEU_FRANKFURT_00010 ~ FRANKFURT AIRPORT, 60549, FRANKFURT, GERMANY	FRA-TT-SDN	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedgecloud	-	 APH-S S0+ Primary vEdge PFRA4312\n Customer CI China Airlines\n Profile GOLD + LBO	PFRA4312.PFRA4313	PFRA4312.PFRA4313		-	UCPEFRA0001	sdwan_center_vedge	FRA	FRA	PFRA4313	primary	2	4096	10240
PFRA4326	PFRA4326	10.247.34.30	PFRA4326	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI025AG8A6	CI00188262 ~ 60_DEU_FRANKFURT_018 ~ HUGO-ECKNER-RING, 8TH FLOOR A3, FRANKFURT AIRPORT CENTER 1, 60549, FRANKFURT, GERMANY	FRA_AP1_SDN	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedge-cloud	-	 APH-S S0+ Primary vEdge PFRA4326\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PFRA4326.PFRA4327	PFRA4326.PFRA4327		-	UCPEFRA0001	sdwan_center_vedge	FRA	FRA	PFRA4327	primary	2	4096	10240
PFRA4345	PFRA4345	10.247.80.118	PFRA4345	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI025JXLEB	CI00189961 ~ 387_DEU_FRANKFURT_004 ~ FRANKFURT INTERNATIONAL AIRPORT, BUILDING 149, 60549, FRANKFURT, GERMANY	FRAAPEKAPH1	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedgecloud	-	 APH-S S0+ Primary vEdge PFRA4345\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PFRA4345.PFRA4346	PFRA4345.PFRA4346		-	UCPEFRA0001	sdwan_center_vedge	FRA	FRA	PFRA4346	primary	2	4096	10240
HFRA0002	HFRA0002	57.215.126.112																							UCPEFRA0002	hypervisor		FRA					
PFRA4051	PFRA4051	57.215.126.111	PFRA4051	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO09NKXD6F	CI00166071 ~ 53849_DEU_FRANKFURT_MIG_004 ~ FRANKFURT AIRPORT 60547 FRANKFURT AM MAIN, TERMINAL 2, 60549, FRANKFURT, GERMANY	APHS0+-CAT1-FRA-SEC-IPVPN	encs5412/k9	-	DE	GERMANY	FRANKFURT	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET FRANKFURT PFRA4051 Virtual Machine hosted by ENCS HFRA0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFRA4051	PFRA4051		-	UCPEFRA0002	router_center_isrv	FRA	FRA	PFRA4050	backup			
PFRA4274	PFRA4274	10.247.72.16	PFRA4274	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0246TDEB	CI00181226 ~ 43027_DEU_FRANKFURT_00012 ~ T2 ROOMS 149.4110-4115,FRANKFURT AM MAIN, GERMANY, FRANKFURT AM MAIN AIRPORT, OFFICE D-60549, 60549, FRANKFURT, GERMANY	FRA-APT	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedgecloud	-	APH-S S0+ Primary vEdge PFRA4274\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PFRA4273.PFRA4274	PFRA4273.PFRA4274		-	UCPEFRA0002	sdwan_center_vedge	FRA	FRA	PFRA4273	backup	2	4096	10240
PFRA4313	PFRA4313	10.247.80.57	PFRA4313	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI024ZL1F6	CI00186085 ~ 166_DEU_FRANKFURT_00010 ~ FRANKFURT AIRPORT, 60549, FRANKFURT, GERMANY	FRA-TT-SDN	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedge-cloud	-	 APH-S S0+ Secondary vEdge PFRA4313\n Customer CI China airlines ltd.\n Profile GOLD + LBO	PFRA4312.PFRA4313	PFRA4312.PFRA4313		-	UCPEFRA0002	sdwan_center_vedge	FRA	FRA	PFRA4312	backup	2	4096	10240
PFRA4327	PFRA4327	10.247.34.31	PFRA4327	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI025AG9A7	CI00188262 ~ 60_DEU_FRANKFURT_018 ~ HUGO-ECKNER-RING, 8TH FLOOR A3, FRANKFURT AIRPORT CENTER 1, 60549, FRANKFURT, GERMANY	FRA_AP1_SDN	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedge-cloud	-	 APH-S S0+ backup vEdge PFRA4327\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PFRA4326.PFRA4327	PFRA4326.PFRA4327		-	UCPEFRA0002	sdwan_center_vedge	FRA	FRA	PFRA4326	backup	2	4096	10240
PFRA4346	PFRA4346	10.247.80.119	PFRA4346	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	GO0C36H853	CI00189961 ~ 387_DEU_FRANKFURT_004 ~ FRANKFURT INTERNATIONAL AIRPORT, BUILDING 149, 60549, FRANKFURT, GERMANY	FRAAPEKAPH1	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedge-cloud	-	 APH-S S0+ Primary vEdge PFRA4346\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PFRA4345.PFRA4346	PFRA4345.PFRA4346		-	UCPEFRA0002	sdwan_center_vedge	FRA	FRA	PFRA4345	backup	2	4096	10240
HFRA0003	HFRA0003	57.220.17.180																							UCPEFRA0003	hypervisor		FRA					
PFRA4376	PFRA4376	57.220.17.179	PFRA4376	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0CPUEV72	CI00166071 ~ 53849_DEU_FRANKFURT_MIG_004 ~ FRANKFURT AIRPORT 60547 FRANKFURT AM MAIN, TERMINAL 2, 60549, FRANKFURT, GERMANY	APHS0+-CAT1-FRA-PRI-IPVPN	encs5412/k9	-	DE	GERMANY	FRANKFURT	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET FRANKFURT PFRA4376 Virtual Machine hosted by ENCS HFRA0003 Cluster with ENCS NFVIS_HOSTNAME Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFRA1021.PFRA1023	PFRA1021.PFRA1023	PFRA4050	-	UCPEFRA0003	router_center_isrv	FRA	FRA	-	backup			
PFRA4438	PFRA4438	10.247.87.182	PFRA4438	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0DYV9Z1B	CI00203830 ~ 164_DEU_FRANKFURT__MIG645 ~ UNITED AIRLINES, HUGO ECKENER RING UNITED AIRLINES, HUGO ECKENER RING, TERMINAL 1, 60547, FRANKFURT, GERMANY	-	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedge-cloud	-	 APH-S S0+ Primary vEdge PFRA4438\n Customer UA United Airlines\n Profile GOLD + LBO	PFRA4438.PFRA4439	PFRA4438.PFRA4439		-	UCPEFRA0003	sdwan_center_vedge	FRA	FRA	PFRA4439	primary	2	4096	10240
HFRA0004	HFRA0004	57.220.65.50																							UCPEFRA0004	hypervisor		FRA					
PFRA4377	PFRA4377	57.220.65.35	PFRA4377	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0CP5N753	CI00166071 ~ 53849_DEU_FRANKFURT_MIG_004 ~ FRANKFURT AIRPORT 60547 FRANKFURT AM MAIN, TERMINAL 2, 60549, FRANKFURT, GERMANY	APHS0+-CAT1-FRA-SEC-IPVPN	encs5412/k9	-	DE	GERMANY	FRANKFURT	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET FRANKFURT PFRA4377 Virtual Machine hosted by ENCS HFRA0004 Cluster with ENCS HFRA0002 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PFRA1021.PFRA1023	PFRA1021.PFRA1023	PFRA4051	-	UCPEFRA0004	router_center_isrv	FRA	FRA	-	backup			
PFRA4439	PFRA4439	10.247.87.183	PFRA4439	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0DYVA170	CI00203830 ~ 164_DEU_FRANKFURT__MIG645 ~ UNITED AIRLINES, HUGO ECKENER RING UNITED AIRLINES, HUGO ECKENER RING, TERMINAL 1, 60547, FRANKFURT, GERMANY	-	vedge-cloud-dna	-	DE	GERMANY	FRANKFURT	vedge-cloud	-	 APH-S S0+ Primary vEdge PFRA4439\n Customer UA United Airlines\n Profile GOLD + LBO	PFRA4438.PFRA4439	PFRA4438.PFRA4439		-	UCPEFRA0004	sdwan_center_vedge	FRA	FRA	PFRA4438	backup	2	4096	10240
HFRA0005	HFRA0005	57.205.22.113																							UCPEFRA0005	hypervisor		FRA					
